State,Week,Salesforce,Email,Website,TV,Meta,Instagram,Influencer,Year,Month,Quarter,Week_Number,Month_End,Quarter_End,Festival,Holiday,Sales
Andhra Pradesh,2023-06-12,2339.0,5957.0,50068.0,124.0,609989.0,150512.0,13.0,2023,6,2,24,False,False,0,0,864
Andhra Pradesh,2023-06-19,2020.0,29418.0,49610.0,336.0,1045260.0,1318504.0,30.0,2023,6,2,25,False,False,0,0,859
Andhra Pradesh,2023-06-26,1717.0,39992.0,106003.0,444.0,1976630.0,1592355.0,26.0,2023,6,2,26,True,True,0,0,1040
Andhra Pradesh,2023-07-03,1185.0,31032.0,92703.0,126.0,583443.0,460947.0,6.0,2023,7,3,27,False,False,0,0,934
Andhra Pradesh,2023-07-10,2110.0,19303.0,26304.0,173.0,1419608.0,1745935.0,2.0,2023,7,3,28,False,False,0,0,881
Andhra Pradesh,2023-07-17,1500.0,13950.0,63159.0,309.0,1985204.0,1453197.0,17.0,2023,7,3,29,False,False,0,0,877
Andhra Pradesh,2023-07-24,1275.0,35157.0,49583.0,125.0,156743.0,1356509.0,17.0,2023,7,3,30,False,False,0,0,879
Andhra Pradesh,2023-07-31,1291.0,11773.0,80431.0,208.0,160884.0,657996.0,23.0,2023,7,3,31,True,False,0,0,969
Andhra Pradesh,2023-08-07,800.0,20330.0,13855.0,84.0,1992459.0,286251.0,9.0,2023,8,3,32,False,False,1,1,886
Andhra Pradesh,2023-08-14,502.0,31293.0,87982.0,290.0,730581.0,818448.0,25.0,2023,8,3,33,False,False,1,1,862
Andhra Pradesh,2023-08-21,1520.0,37050.0,91159.0,381.0,2282725.0,1468687.0,13.0,2023,8,3,34,False,False,1,1,842
Andhra Pradesh,2023-08-28,2254.0,36997.0,33377.0,253.0,2325745.0,1089041.0,11.0,2023,8,3,35,True,False,1,1,910
Andhra Pradesh,2023-09-04,440.0,5334.0,24873.0,188.0,2213031.0,1193681.0,14.0,2023,9,3,36,False,False,0,0,905
Andhra Pradesh,2023-09-11,2189.0,36134.0,78284.0,258.0,2492272.0,1423349.0,29.0,2023,9,3,37,False,False,0,0,881
Andhra Pradesh,2023-09-18,2121.0,6332.0,36786.0,294.0,2075241.0,662781.0,13.0,2023,9,3,38,False,False,0,0,849
Andhra Pradesh,2023-09-25,909.0,24210.0,113457.0,149.0,1020349.0,144254.0,18.0,2023,9,3,39,True,True,0,0,1017
Andhra Pradesh,2023-10-02,1690.0,37326.0,94826.0,126.0,2481320.0,1600533.0,27.0,2023,10,4,40,False,False,1,1,939
Andhra Pradesh,2023-10-09,663.0,26883.0,114962.0,156.0,930084.0,1135046.0,2.0,2023,10,4,41,False,False,1,1,899
Andhra Pradesh,2023-10-16,1968.0,38005.0,67888.0,494.0,1507365.0,1052775.0,17.0,2023,10,4,42,False,False,1,1,888
Andhra Pradesh,2023-10-23,1841.0,15085.0,113110.0,384.0,113713.0,1066036.0,22.0,2023,10,4,43,False,False,1,1,859
Andhra Pradesh,2023-10-30,1080.0,13959.0,9564.0,132.0,2410211.0,1547036.0,28.0,2023,10,4,44,True,False,1,1,918
Andhra Pradesh,2023-11-06,449.0,14396.0,40473.0,206.0,1520443.0,1403178.0,3.0,2023,11,4,45,False,False,1,1,878
Andhra Pradesh,2023-11-13,2436.0,15496.0,8250.0,253.0,2377227.0,1232596.0,23.0,2023,11,4,46,False,False,1,1,876
Andhra Pradesh,2023-11-20,1280.0,27947.0,83887.0,156.0,946791.0,1425059.0,25.0,2023,11,4,47,False,False,1,1,895
Andhra Pradesh,2023-11-27,2265.0,19193.0,65194.0,438.0,851773.0,576247.0,12.0,2023,11,4,48,True,False,1,1,923
Andhra Pradesh,2023-12-04,1792.0,30023.0,40219.0,475.0,1353777.0,1304163.0,23.0,2023,12,4,49,False,False,1,1,994
Andhra Pradesh,2023-12-11,2013.0,17814.0,42155.0,183.0,2172241.0,1757033.0,16.0,2023,12,4,50,False,False,1,1,1003
Andhra Pradesh,2023-12-18,1972.0,13693.0,80101.0,86.0,1417345.0,484138.0,21.0,2023,12,4,51,False,False,1,1,1014
Andhra Pradesh,2023-12-25,728.0,9221.0,28195.0,192.0,2001935.0,1062130.0,13.0,2023,12,4,52,True,True,1,1,1231
Andhra Pradesh,2024-01-01,1100.0,22940.0,65630.0,325.0,614672.0,1251686.0,7.0,2024,1,1,1,False,False,1,1,948
Andhra Pradesh,2024-01-08,1327.0,36139.0,76723.0,420.0,1961917.0,968819.0,26.0,2024,1,1,2,False,False,1,1,889
Andhra Pradesh,2024-01-15,1395.0,34641.0,34877.0,222.0,1857906.0,1746419.0,8.0,2024,1,1,3,False,False,1,1,857
Andhra Pradesh,2024-01-22,396.0,11625.0,33585.0,195.0,2251074.0,774036.0,7.0,2024,1,1,4,False,False,1,1,836
Andhra Pradesh,2024-01-29,1502.0,20150.0,47673.0,184.0,238329.0,454701.0,27.0,2024,1,1,5,True,False,1,1,894
Andhra Pradesh,2024-02-05,639.0,28801.0,74327.0,81.0,1022056.0,314512.0,29.0,2024,2,1,6,False,False,0,0,918
Andhra Pradesh,2024-02-12,1936.0,25272.0,36492.0,85.0,312882.0,1540772.0,19.0,2024,2,1,7,False,False,0,0,865
Andhra Pradesh,2024-02-19,1803.0,4551.0,50478.0,260.0,1060132.0,1260286.0,18.0,2024,2,1,8,False,False,0,0,890
Andhra Pradesh,2024-02-26,2330.0,24460.0,68866.0,339.0,1921357.0,1074160.0,12.0,2024,2,1,9,True,False,0,0,872
Andhra Pradesh,2024-03-04,1939.0,3472.0,28915.0,85.0,1636126.0,820975.0,19.0,2024,3,1,10,False,False,0,0,859
Andhra Pradesh,2024-03-11,1106.0,6427.0,71720.0,164.0,1907187.0,785104.0,19.0,2024,3,1,11,False,False,0,0,867
Andhra Pradesh,2024-03-18,2429.0,26842.0,23467.0,463.0,1870731.0,1687534.0,16.0,2024,3,1,12,False,False,0,0,880
Andhra Pradesh,2024-03-25,1204.0,5896.0,23964.0,496.0,2481398.0,1250229.0,20.0,2024,3,1,13,True,True,0,0,1071
Andhra Pradesh,2024-04-01,1017.0,14882.0,34528.0,350.0,2211369.0,1739968.0,18.0,2024,4,2,14,False,False,0,0,958
Andhra Pradesh,2024-04-08,2293.0,24360.0,40089.0,299.0,1506998.0,1458591.0,27.0,2024,4,2,15,False,False,0,0,894
Andhra Pradesh,2024-04-15,1115.0,26908.0,11341.0,325.0,2202029.0,1400343.0,21.0,2024,4,2,16,False,False,0,0,868
Andhra Pradesh,2024-04-22,468.0,18938.0,115700.0,235.0,214984.0,1032255.0,13.0,2024,4,2,17,False,False,0,0,886
Andhra Pradesh,2024-04-29,1333.0,5572.0,42510.0,164.0,1831215.0,497091.0,20.0,2024,4,2,18,True,False,0,0,913
Andhra Pradesh,2024-05-06,2051.0,32366.0,98118.0,238.0,1352883.0,1204114.0,8.0,2024,5,2,19,False,False,0,0,844
Andhra Pradesh,2024-05-13,717.0,38095.0,109019.0,374.0,2396543.0,1311485.0,8.0,2024,5,2,20,False,False,0,0,820
Andhra Pradesh,2024-05-20,1318.0,35772.0,97672.0,358.0,1309016.0,977788.0,25.0,2024,5,2,21,False,False,0,0,829
Andhra Pradesh,2024-05-27,585.0,30444.0,101113.0,365.0,528708.0,115125.0,18.0,2024,5,2,22,True,False,0,0,909
Andhra Pradesh,2024-06-03,1810.0,17284.0,19208.0,336.0,1837860.0,1731206.0,3.0,2024,6,2,23,False,False,0,0,873
Andhra Pradesh,2024-06-10,1347.0,35299.0,49664.0,105.0,2380816.0,1501409.0,12.0,2024,6,2,24,False,False,0,0,878
Andhra Pradesh,2024-06-17,1026.0,20551.0,91573.0,343.0,138823.0,685792.0,30.0,2024,6,2,25,False,False,0,0,864
Andhra Pradesh,2024-06-24,799.0,7186.0,72493.0,450.0,254059.0,929024.0,20.0,2024,6,2,26,True,True,0,0,1052
Andhra Pradesh,2024-07-01,1542.0,34321.0,8633.0,353.0,1687088.0,292189.0,27.0,2024,7,3,27,False,False,0,0,952
Andhra Pradesh,2024-07-08,1774.0,14166.0,71544.0,323.0,1433493.0,1691193.0,17.0,2024,7,3,28,False,False,0,0,890
Andhra Pradesh,2024-07-15,2369.0,37671.0,98106.0,174.0,1416648.0,476682.0,3.0,2024,7,3,29,False,False,0,0,874
Andhra Pradesh,2024-07-22,1262.0,15997.0,100819.0,413.0,316472.0,729747.0,7.0,2024,7,3,30,False,False,0,0,840
Andhra Pradesh,2024-07-29,653.0,35037.0,50995.0,270.0,1473048.0,817107.0,4.0,2024,7,3,31,True,False,0,0,872
Andhra Pradesh,2024-08-05,2132.0,22413.0,34464.0,190.0,1463202.0,532658.0,23.0,2024,8,3,32,False,False,1,1,858
Andhra Pradesh,2024-08-12,1686.0,19761.0,42670.0,286.0,2138271.0,1171660.0,23.0,2024,8,3,33,False,False,1,1,836
Andhra Pradesh,2024-08-19,1841.0,13281.0,41195.0,131.0,1036263.0,1791497.0,15.0,2024,8,3,34,False,False,1,1,867
Andhra Pradesh,2024-08-26,513.0,33757.0,46816.0,470.0,934970.0,1551037.0,23.0,2024,8,3,35,True,False,1,1,901
Andhra Pradesh,2024-09-02,987.0,4304.0,41800.0,375.0,295862.0,992766.0,17.0,2024,9,3,36,False,False,0,0,879
Andhra Pradesh,2024-09-09,1990.0,19817.0,59206.0,217.0,1460555.0,305259.0,23.0,2024,9,3,37,False,False,0,0,885
Andhra Pradesh,2024-09-16,2131.0,16017.0,12577.0,414.0,1655480.0,1564674.0,21.0,2024,9,3,38,False,False,0,0,887
Andhra Pradesh,2024-09-23,1257.0,22649.0,38822.0,102.0,773742.0,521593.0,15.0,2024,9,3,39,False,False,0,0,889
Andhra Pradesh,2024-09-30,2071.0,11673.0,43245.0,242.0,1854875.0,1647019.0,20.0,2024,9,3,40,True,True,0,0,1054
Andhra Pradesh,2024-10-07,2152.0,27255.0,25174.0,354.0,2351328.0,760141.0,11.0,2024,10,4,41,False,False,1,1,917
Andhra Pradesh,2024-10-14,1152.0,16665.0,106327.0,89.0,518045.0,971766.0,23.0,2024,10,4,42,False,False,1,1,883
Andhra Pradesh,2024-10-21,2276.0,9149.0,83655.0,378.0,1474467.0,831108.0,28.0,2024,10,4,43,False,False,1,1,835
Andhra Pradesh,2024-10-28,934.0,9484.0,110143.0,424.0,1766648.0,863828.0,7.0,2024,10,4,44,True,False,1,1,857
Andhra Pradesh,2024-11-04,827.0,28467.0,70897.0,330.0,144317.0,363764.0,21.0,2024,11,4,45,False,False,1,1,830
Andhra Pradesh,2024-11-11,1802.0,11952.0,20279.0,166.0,529714.0,1030964.0,5.0,2024,11,4,46,False,False,1,1,819
Andhra Pradesh,2024-11-18,1701.0,13675.0,109318.0,395.0,1049523.0,773111.0,12.0,2024,11,4,47,False,False,1,1,853
Andhra Pradesh,2024-11-25,607.0,25824.0,59303.0,222.0,429751.0,1538112.0,21.0,2024,11,4,48,True,False,1,1,882
Andhra Pradesh,2024-12-02,2132.0,14532.0,84657.0,389.0,953236.0,900819.0,10.0,2024,12,4,49,False,False,1,1,944
Andhra Pradesh,2024-12-09,739.0,16750.0,50711.0,344.0,453671.0,1739216.0,8.0,2024,12,4,50,False,False,1,1,1005
Andhra Pradesh,2024-12-16,2071.0,11290.0,63360.0,119.0,2251888.0,590266.0,13.0,2024,12,4,51,False,False,1,1,991
Andhra Pradesh,2024-12-23,316.0,15124.0,62808.0,122.0,1537788.0,644714.0,5.0,2024,12,4,52,False,False,1,1,1004
Andhra Pradesh,2024-12-30,2053.0,28326.0,39887.0,86.0,890012.0,143166.0,20.0,2024,12,4,1,True,True,1,1,1189
Andhra Pradesh,2025-01-06,2032.0,22288.0,70129.0,110.0,1969098.0,1350444.0,5.0,2025,1,1,2,False,False,1,1,962
Andhra Pradesh,2025-01-13,2017.0,39907.0,90178.0,206.0,144199.0,206370.0,11.0,2025,1,1,3,False,False,1,1,867
Andhra Pradesh,2025-01-20,1763.0,31331.0,10269.0,90.0,1532545.0,570844.0,11.0,2025,1,1,4,False,False,1,1,850
Andhra Pradesh,2025-01-27,1337.0,2639.0,22662.0,475.0,1740264.0,1646150.0,30.0,2025,1,1,5,True,False,1,1,929
Andhra Pradesh,2025-02-03,1852.0,16397.0,102331.0,465.0,2042444.0,1130839.0,30.0,2025,2,1,6,False,False,0,0,851
Andhra Pradesh,2025-02-10,909.0,13014.0,71800.0,152.0,633456.0,1041100.0,4.0,2025,2,1,7,False,False,0,0,865
Andhra Pradesh,2025-02-17,2018.0,24326.0,117051.0,211.0,1519546.0,1464238.0,6.0,2025,2,1,8,False,False,0,0,859
Andhra Pradesh,2025-02-24,1522.0,12095.0,75723.0,392.0,1942427.0,1406968.0,23.0,2025,2,1,9,True,False,0,0,892
Andhra Pradesh,2025-03-03,1310.0,38716.0,81181.0,358.0,2013571.0,1604757.0,10.0,2025,3,1,10,False,False,0,0,834
Andhra Pradesh,2025-03-10,1412.0,13376.0,108690.0,324.0,521558.0,1224272.0,20.0,2025,3,1,11,False,False,0,0,857
Andhra Pradesh,2025-03-17,1551.0,21835.0,81971.0,496.0,2443654.0,851792.0,28.0,2025,3,1,12,False,False,0,0,855
Andhra Pradesh,2025-03-24,382.0,6670.0,44918.0,345.0,757516.0,304738.0,6.0,2025,3,1,13,False,False,0,0,862
Andhra Pradesh,2025-03-31,607.0,36573.0,67134.0,361.0,1038303.0,715980.0,29.0,2025,3,1,14,True,True,0,0,1050
Andhra Pradesh,2025-04-07,840.0,36651.0,34388.0,291.0,560941.0,1293020.0,3.0,2025,4,2,15,False,False,0,0,961
Andhra Pradesh,2025-04-14,552.0,32160.0,45438.0,301.0,459861.0,515937.0,8.0,2025,4,2,16,False,False,0,0,883
Andhra Pradesh,2025-04-21,1267.0,15362.0,84192.0,202.0,713112.0,1234077.0,16.0,2025,4,2,17,False,False,0,0,843
Andhra Pradesh,2025-04-28,1771.0,4231.0,24685.0,299.0,424952.0,309477.0,27.0,2025,4,2,18,True,False,0,0,909
Andhra Pradesh,2025-05-05,1740.0,29017.0,83262.0,466.0,1858643.0,183914.0,18.0,2025,5,2,19,False,False,0,0,888
Andhra Pradesh,2025-05-12,1336.0,18306.0,73415.0,238.0,1533946.0,707658.0,6.0,2025,5,2,20,False,False,0,0,900
Andhra Pradesh,2025-05-19,2182.0,39635.0,42539.0,136.0,1036068.0,475390.0,9.0,2025,5,2,21,False,False,0,0,889
Andhra Pradesh,2025-05-26,1544.0,28536.0,13033.0,332.0,1413047.0,1579802.0,24.0,2025,5,2,22,True,False,0,0,928
Andhra Pradesh,2025-06-02,474.0,22468.0,86918.0,410.0,1550087.0,730630.0,18.0,2025,6,2,23,False,False,0,0,925
Andhra Pradesh,2025-06-09,1983.0,39496.0,100345.0,483.0,542165.0,800352.0,2.0,2025,6,2,24,False,False,0,0,844
Andhra Pradesh,2025-06-16,1564.0,32418.0,89769.0,308.0,812700.0,774027.0,16.0,2025,6,2,25,False,False,0,0,838
Andhra Pradesh,2025-06-23,1697.0,19418.0,55142.0,411.0,2217052.0,625744.0,13.0,2025,6,2,26,False,False,0,0,829
Andhra Pradesh,2025-06-30,1544.0,2716.0,81196.0,185.0,129033.0,1658487.0,2.0,2025,6,2,27,True,True,0,0,1000
Andhra Pradesh,2025-07-07,1518.0,5525.0,54452.0,258.0,2396197.0,1351308.0,9.0,2025,7,3,28,False,False,0,0,867
Andhra Pradesh,2025-07-14,499.0,18861.0,48125.0,256.0,2414294.0,353217.0,29.0,2025,7,3,29,False,False,0,0,886
Andhra Pradesh,2025-07-21,1530.0,23356.0,44643.0,219.0,707717.0,450805.0,22.0,2025,7,3,30,False,False,0,0,871
Andhra Pradesh,2025-07-28,2049.0,3145.0,31615.0,381.0,869707.0,219333.0,4.0,2025,7,3,31,True,False,0,0,865
Andhra Pradesh,2025-08-04,968.0,6809.0,116568.0,451.0,596519.0,520813.0,2.0,2025,8,3,32,False,False,1,1,821
Andhra Pradesh,2025-08-11,1626.0,28763.0,82616.0,217.0,1445579.0,1209308.0,12.0,2025,8,3,33,False,False,1,1,849
Andhra Pradesh,2025-08-18,367.0,30558.0,27590.0,137.0,613412.0,1689763.0,15.0,2025,8,3,34,False,False,1,1,877
Andhra Pradesh,2025-08-25,1064.0,3132.0,104885.0,427.0,1997637.0,908418.0,15.0,2025,8,3,35,True,False,1,1,960
Andhra Pradesh,2025-09-01,1261.0,21292.0,24946.0,437.0,1029812.0,220334.0,22.0,2025,9,3,36,False,False,0,0,974
Andhra Pradesh,2025-09-08,2463.0,5077.0,74492.0,473.0,2421842.0,161501.0,7.0,2025,9,3,37,False,False,0,0,907
Andhra Pradesh,2025-09-15,772.0,29491.0,26539.0,187.0,2147746.0,793166.0,3.0,2025,9,3,38,False,False,0,0,839
Andhra Pradesh,2025-09-22,908.0,33695.0,48458.0,382.0,1063154.0,535264.0,21.0,2025,9,3,39,False,False,0,0,802
Andhra Pradesh,2025-09-29,1199.0,35036.0,81755.0,381.0,1530306.0,1072012.0,28.0,2025,9,3,40,True,True,0,0,1031
Andhra Pradesh,2025-10-06,2484.0,24731.0,119902.0,412.0,158526.0,283455.0,6.0,2025,10,4,41,False,False,1,1,898
Andhra Pradesh,2025-10-13,2178.0,25900.0,119093.0,419.0,262128.0,476048.0,12.0,2025,10,4,42,False,False,1,1,861
Andhra Pradesh,2025-10-20,376.0,37211.0,108304.0,481.0,1314466.0,1036039.0,20.0,2025,10,4,43,False,False,1,1,849
Andhra Pradesh,2025-10-27,814.0,25273.0,34373.0,280.0,1235150.0,563341.0,6.0,2025,10,4,44,True,False,1,1,891
Andhra Pradesh,2025-11-03,2108.0,18958.0,18472.0,111.0,1055911.0,707293.0,26.0,2025,11,4,45,False,False,1,1,904
Andhra Pradesh,2025-11-10,428.0,30674.0,109430.0,160.0,316796.0,461574.0,8.0,2025,11,4,46,False,False,1,1,877
Andhra Pradesh,2025-11-17,2183.0,24452.0,111393.0,453.0,2115679.0,168592.0,17.0,2025,11,4,47,False,False,1,1,864
Andhra Pradesh,2025-11-24,919.0,34014.0,39205.0,435.0,1074914.0,673719.0,11.0,2025,11,4,48,True,False,1,1,878
Andhra Pradesh,2025-12-01,2319.0,21939.0,10147.0,84.0,1228030.0,647121.0,21.0,2025,12,4,49,False,False,1,1,916
Andhra Pradesh,2025-12-08,946.0,35024.0,80565.0,234.0,1068448.0,1625430.0,7.0,2025,12,4,50,False,False,1,1,951
Andhra Pradesh,2025-12-15,1255.0,3704.0,16522.0,183.0,1293638.0,1615478.0,4.0,2025,12,4,51,False,False,1,1,967
Andhra Pradesh,2025-12-22,1756.0,3384.0,12535.0,215.0,1656047.0,822330.0,16.0,2025,12,4,52,False,False,1,1,1030
Andhra Pradesh,2025-12-29,577.0,5763.0,112961.0,348.0,1933560.0,575331.0,27.0,2025,12,4,1,True,True,1,1,1235
Arunachal Pradesh,2023-01-02,381.0,5783.0,15878.0,73.0,354672.0,199666.0,5.0,2023,1,1,1,False,False,1,1,185
Arunachal Pradesh,2023-01-09,352.0,7235.0,5137.0,70.0,124583.0,281395.0,5.0,2023,1,1,2,False,False,1,1,217
Arunachal Pradesh,2023-01-16,506.0,2554.0,20328.0,65.0,549853.0,186229.0,3.0,2023,1,1,3,False,False,1,1,208
Arunachal Pradesh,2023-01-23,623.0,1979.0,12337.0,87.0,195778.0,345143.0,1.0,2023,1,1,4,False,False,1,1,203
Arunachal Pradesh,2023-01-30,440.0,8673.0,17017.0,91.0,34765.0,434570.0,3.0,2023,1,1,5,True,False,1,1,223
Arunachal Pradesh,2023-02-06,300.0,7630.0,27168.0,24.0,48424.0,193438.0,7.0,2023,2,1,6,False,False,0,0,300
Arunachal Pradesh,2023-02-13,298.0,6659.0,8659.0,34.0,489399.0,70438.0,6.0,2023,2,1,7,False,False,0,0,253
Arunachal Pradesh,2023-02-20,304.0,5139.0,20102.0,55.0,257174.0,71949.0,5.0,2023,2,1,8,False,False,0,0,277
Arunachal Pradesh,2023-02-27,522.0,4492.0,25198.0,65.0,38595.0,394906.0,2.0,2023,2,1,9,True,False,0,0,248
Arunachal Pradesh,2023-03-06,251.0,695.0,13865.0,124.0,511865.0,198921.0,4.0,2023,3,1,10,False,False,0,0,274
Arunachal Pradesh,2023-03-13,166.0,2287.0,29164.0,113.0,207573.0,160679.0,5.0,2023,3,1,11,False,False,0,0,272
Arunachal Pradesh,2023-03-20,258.0,9021.0,14552.0,88.0,611772.0,286341.0,5.0,2023,3,1,12,False,False,0,0,259
Arunachal Pradesh,2023-03-27,87.0,3720.0,14857.0,23.0,552798.0,431300.0,6.0,2023,3,1,13,True,True,0,0,313
Arunachal Pradesh,2023-04-03,133.0,7193.0,26757.0,30.0,53900.0,202601.0,5.0,2023,4,2,14,False,False,0,0,261
Arunachal Pradesh,2023-04-10,124.0,7186.0,19805.0,68.0,439248.0,155547.0,2.0,2023,4,2,15,False,False,0,0,263
Arunachal Pradesh,2023-04-17,499.0,3439.0,26324.0,81.0,386929.0,390970.0,2.0,2023,4,2,16,False,False,0,0,238
Arunachal Pradesh,2023-04-24,472.0,2441.0,24131.0,89.0,128198.0,55635.0,4.0,2023,4,2,17,True,False,0,0,228
Arunachal Pradesh,2023-05-01,458.0,7071.0,21946.0,34.0,230838.0,383036.0,6.0,2023,5,2,18,False,False,0,0,216
Arunachal Pradesh,2023-05-08,329.0,1389.0,8761.0,113.0,319470.0,243618.0,7.0,2023,5,2,19,False,False,0,0,251
Arunachal Pradesh,2023-05-15,469.0,5200.0,13167.0,71.0,112668.0,28668.0,4.0,2023,5,2,20,False,False,0,0,294
Arunachal Pradesh,2023-05-22,163.0,8936.0,26204.0,82.0,458142.0,117982.0,4.0,2023,5,2,21,False,False,0,0,272
Arunachal Pradesh,2023-05-29,570.0,7257.0,19249.0,24.0,191378.0,312066.0,6.0,2023,5,2,22,True,False,0,0,274
Arunachal Pradesh,2023-06-05,350.0,7760.0,9845.0,106.0,587406.0,343785.0,7.0,2023,6,2,23,False,False,0,0,274
Arunachal Pradesh,2023-06-12,591.0,1291.0,11165.0,77.0,506011.0,104117.0,0.0,2023,6,2,24,False,False,0,0,285
Arunachal Pradesh,2023-06-19,158.0,2398.0,23723.0,43.0,405592.0,302641.0,2.0,2023,6,2,25,False,False,0,0,261
Arunachal Pradesh,2023-06-26,348.0,3113.0,6989.0,53.0,96860.0,445385.0,2.0,2023,6,2,26,True,True,0,0,289
Arunachal Pradesh,2023-07-03,458.0,3277.0,5138.0,57.0,39805.0,315181.0,4.0,2023,7,3,27,False,False,0,0,291
Arunachal Pradesh,2023-07-10,347.0,2343.0,23423.0,22.0,112551.0,322053.0,2.0,2023,7,3,28,False,False,0,0,271
Arunachal Pradesh,2023-07-17,320.0,9734.0,10074.0,119.0,324821.0,103200.0,2.0,2023,7,3,29,False,False,0,0,290
Arunachal Pradesh,2023-07-24,166.0,2067.0,23431.0,104.0,493754.0,294123.0,0.0,2023,7,3,30,False,False,0,0,252
Arunachal Pradesh,2023-07-31,284.0,7227.0,16941.0,113.0,116777.0,324711.0,0.0,2023,7,3,31,True,False,0,0,209
Arunachal Pradesh,2023-08-07,206.0,6074.0,29939.0,57.0,449421.0,67576.0,3.0,2023,8,3,32,False,False,1,1,196
Arunachal Pradesh,2023-08-14,240.0,6300.0,16697.0,78.0,53667.0,153872.0,7.0,2023,8,3,33,False,False,1,1,279
Arunachal Pradesh,2023-08-21,451.0,2539.0,26289.0,68.0,184364.0,399514.0,2.0,2023,8,3,34,False,False,1,1,302
Arunachal Pradesh,2023-08-28,421.0,3422.0,25812.0,70.0,384106.0,449430.0,2.0,2023,8,3,35,True,False,1,1,273
Arunachal Pradesh,2023-09-04,409.0,6261.0,7935.0,81.0,522024.0,94477.0,2.0,2023,9,3,36,False,False,0,0,243
Arunachal Pradesh,2023-09-11,274.0,3341.0,29891.0,67.0,491153.0,334660.0,7.0,2023,9,3,37,False,False,0,0,291
Arunachal Pradesh,2023-09-18,603.0,7094.0,22882.0,101.0,344589.0,235698.0,5.0,2023,9,3,38,False,False,0,0,242
Arunachal Pradesh,2023-09-25,123.0,875.0,5001.0,26.0,46636.0,273877.0,5.0,2023,9,3,39,True,True,0,0,282
Arunachal Pradesh,2023-10-02,263.0,1191.0,2169.0,40.0,201033.0,239698.0,1.0,2023,10,4,40,False,False,1,1,272
Arunachal Pradesh,2023-10-09,139.0,7420.0,9598.0,113.0,495153.0,392860.0,7.0,2023,10,4,41,False,False,1,1,254
